transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
26_20250101,2025-01-01,08:33:08,1.0,5,Main Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
27_20250101,2025-01-01,08:33:08,1.0,5,Main Campus,76,52.5,Bakery,Biscotti,Chocolate Chip Biscotti
28_20250101,2025-01-01,08:35:03,2.0,5,Main Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
29_20250101,2025-01-01,08:35:03,1.0,5,Main Campus,71,56.25,Bakery,Pastry,Chocolate Croissant
30_20250101,2025-01-01,08:41:57,2.0,8,East Campus,40,56.25,Coffee,Barista Espresso,Cappuccino
31_20250101,2025-01-01,08:52:03,1.0,8,East Campus,38,56.25,Coffee,Barista Espresso,Latte
32_20250101,2025-01-01,08:52:32,1.0,5,Main Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
33_20250101,2025-01-01,08:54:33,2.0,5,Main Campus,27,52.5,Coffee,Organic brewed coffee,Brazilian Lg
34_20250101,2025-01-01,08:56:27,2.0,5,Main Campus,29,37.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
35_20250101,2025-01-01,08:57:46,1.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
36_20250101,2025-01-01,08:58:55,1.0,5,Main Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
37_20250101,2025-01-01,09:00:12,1.0,5,Main Campus,55,60.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
38_20250101,2025-01-01,09:00:24,2.0,8,East Campus,40,56.25,Coffee,Barista Espresso,Cappuccino
39_20250101,2025-01-01,09:07:13,1.0,8,East Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
40_20250101,2025-01-01,09:08:09,2.0,8,East Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
41_20250101,2025-01-01,09:08:13,1.0,8,East Campus,24,45.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
42_20250101,2025-01-01,09:10:30,2.0,5,Main Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
43_20250101,2025-01-01,09:10:30,1.0,5,Main Campus,78,67.5,Bakery,Scone,Scottish Cream Scone 
44_20250101,2025-01-01,09:11:06,1.0,5,Main Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45_20250101,2025-01-01,09:11:06,1.0,5,Main Campus,77,45.0,Bakery,Scone,Oatmeal Scone
46_20250101,2025-01-01,09:13:01,1.0,5,Main Campus,44,37.5,Tea,Brewed herbal tea,Peppermint Rg
47_20250101,2025-01-01,09:13:15,2.0,5,Main Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
48_20250101,2025-01-01,09:14:16,1.0,5,Main Campus,48,37.5,Tea,Brewed Black tea,English Breakfast Rg
49_20250101,2025-01-01,09:14:17,1.0,8,East Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
50_20250101,2025-01-01,09:14:25,1.0,8,East Campus,46,37.5,Tea,Brewed Green tea,Serenity Green Tea Rg
51_20250101,2025-01-01,09:14:41,1.0,8,East Campus,32,45.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
52_20250101,2025-01-01,09:15:09,2.0,5,Main Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
53_20250101,2025-01-01,09:15:13,2.0,5,Main Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
54_20250101,2025-01-01,09:19:21,2.0,5,Main Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
55_20250101,2025-01-01,09:19:26,1.0,8,East Campus,59,67.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
56_20250101,2025-01-01,09:21:08,1.0,5,Main Campus,38,56.25,Coffee,Barista Espresso,Latte
57_20250101,2025-01-01,09:22:17,1.0,8,East Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
58_20250101,2025-01-01,09:22:46,1.0,5,Main Campus,34,36.75,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
59_20250101,2025-01-01,09:29:56,2.0,8,East Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
60_20250101,2025-01-01,09:29:56,1.0,8,East Campus,74,52.5,Bakery,Biscotti,Ginger Biscotti
61_20250101,2025-01-01,09:29:57,1.0,8,East Campus,53,45.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
62_20250101,2025-01-01,09:34:17,2.0,8,East Campus,41,63.75,Coffee,Barista Espresso,Cappuccino Lg
63_20250101,2025-01-01,09:40:13,1.0,5,Main Campus,41,63.75,Coffee,Barista Espresso,Cappuccino Lg
64_20250101,2025-01-01,09:41:22,2.0,5,Main Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
65_20250101,2025-01-01,09:41:22,1.0,5,Main Campus,79,56.25,Bakery,Scone,Jumbo Savory Scone
66_20250101,2025-01-01,09:44:20,2.0,5,Main Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
67_20250101,2025-01-01,09:44:46,1.0,5,Main Campus,24,45.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
68_20250101,2025-01-01,09:46:46,2.0,5,Main Campus,37,45.0,Coffee,Barista Espresso,Espresso shot
69_20250101,2025-01-01,09:47:40,2.0,8,East Campus,40,56.25,Coffee,Barista Espresso,Cappuccino
70_20250101,2025-01-01,09:50:44,2.0,5,Main Campus,37,45.0,Coffee,Barista Espresso,Espresso shot
71_20250101,2025-01-01,09:50:44,1.0,5,Main Campus,69,48.75,Bakery,Biscotti,Hazelnut Biscotti
72_20250101,2025-01-01,09:52:58,1.0,5,Main Campus,50,37.5,Tea,Brewed Black tea,Earl Grey Rg
73_20250101,2025-01-01,09:53:28,1.0,8,East Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
74_20250101,2025-01-01,09:53:44,2.0,8,East Campus,40,56.25,Coffee,Barista Espresso,Cappuccino
75_20250101,2025-01-01,09:53:44,1.0,8,East Campus,72,48.75,Bakery,Scone,Ginger Scone
76_20250101,2025-01-01,09:53:49,1.0,8,East Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
77_20250101,2025-01-01,09:54:46,1.0,5,Main Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
78_20250101,2025-01-01,09:55:16,2.0,5,Main Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
79_20250101,2025-01-01,09:56:30,1.0,8,East Campus,22,30.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
80_20250101,2025-01-01,10:00:39,2.0,8,East Campus,32,45.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
81_20250101,2025-01-01,10:03:55,2.0,8,East Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
82_20250101,2025-01-01,10:14:49,1.0,5,Main Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
83_20250101,2025-01-01,10:14:49,1.0,5,Main Campus,71,56.25,Bakery,Pastry,Chocolate Croissant
84_20250101,2025-01-01,10:16:30,2.0,5,Main Campus,32,45.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
85_20250101,2025-01-01,10:16:33,1.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
86_20250101,2025-01-01,10:18:14,2.0,8,East Campus,41,63.75,Coffee,Barista Espresso,Cappuccino Lg
87_20250101,2025-01-01,10:18:52,2.0,5,Main Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
88_20250101,2025-01-01,10:19:42,2.0,5,Main Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
89_20250101,2025-01-01,10:24:19,1.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90_20250101,2025-01-01,10:25:22,2.0,8,East Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
91_20250101,2025-01-01,10:25:45,2.0,5,Main Campus,58,52.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
92_20250101,2025-01-01,10:25:45,1.0,5,Main Campus,74,52.5,Bakery,Biscotti,Ginger Biscotti
93_20250101,2025-01-01,10:27:48,2.0,8,East Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
94_20250101,2025-01-01,10:30:07,1.0,5,Main Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
95_20250101,2025-01-01,10:30:07,1.0,5,Main Campus,70,48.75,Bakery,Scone,Cranberry Scone
96_20250101,2025-01-01,10:35:47,1.0,8,East Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
97_20250101,2025-01-01,10:41:53,1.0,5,Main Campus,59,67.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98_20250101,2025-01-01,10:47:53,2.0,5,Main Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
99_20250101,2025-01-01,10:49:13,2.0,8,East Campus,51,45.0,Tea,Brewed Black tea,Earl Grey Lg
100_20250101,2025-01-01,10:49:51,2.0,5,Main Campus,61,71.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
101_20250101,2025-01-01,10:51:17,1.0,5,Main Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
102_20250101,2025-01-01,10:52:44,2.0,8,East Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
103_20250101,2025-01-01,10:52:44,1.0,8,East Campus,73,56.25,Bakery,Pastry,Almond Croissant
104_20250101,2025-01-01,10:56:14,1.0,5,Main Campus,38,56.25,Coffee,Barista Espresso,Latte
105_20250101,2025-01-01,10:56:14,1.0,5,Main Campus,76,52.5,Bakery,Biscotti,Chocolate Chip Biscotti
106_20250101,2025-01-01,11:01:48,1.0,3,West Campus,22,30.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
107_20250101,2025-01-01,11:01:58,1.0,3,West Campus,38,56.25,Coffee,Barista Espresso,Latte
108_20250101,2025-01-01,11:01:58,1.0,3,West Campus,75,52.5,Bakery,Pastry,Croissant
109_20250101,2025-01-01,11:03:25,2.0,5,Main Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
110_20250101,2025-01-01,11:03:25,1.0,5,Main Campus,75,52.5,Bakery,Pastry,Croissant
111_20250101,2025-01-01,11:04:32,2.0,8,East Campus,39,63.75,Coffee,Barista Espresso,Latte Rg
112_20250101,2025-01-01,11:08:11,1.0,3,West Campus,59,67.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
113_20250101,2025-01-01,11:08:59,2.0,8,East Campus,51,45.0,Tea,Brewed Black tea,Earl Grey Lg
114_20250101,2025-01-01,11:09:01,1.0,3,West Campus,59,67.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
115_20250101,2025-01-01,11:10:21,1.0,3,West Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
116_20250101,2025-01-01,11:10:21,1.0,3,West Campus,79,56.25,Bakery,Scone,Jumbo Savory Scone
117_20250101,2025-01-01,11:10:58,1.0,3,West Campus,46,37.5,Tea,Brewed Green tea,Serenity Green Tea Rg
118_20250101,2025-01-01,11:12:29,1.0,3,West Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
119_20250101,2025-01-01,11:16:02,2.0,3,West Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
120_20250101,2025-01-01,11:21:00,2.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
121_20250101,2025-01-01,11:21:04,2.0,5,Main Campus,51,45.0,Tea,Brewed Black tea,Earl Grey Lg
122_20250101,2025-01-01,11:21:14,1.0,3,West Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
123_20250101,2025-01-01,11:23:01,1.0,8,East Campus,31,33.0,Coffee,Gourmet brewed coffee,Ethiopia Sm
124_20250101,2025-01-01,11:23:43,2.0,5,Main Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
125_20250101,2025-01-01,11:23:43,1.0,5,Main Campus,77,45.0,Bakery,Scone,Oatmeal Scone
126_20250101,2025-01-01,11:25:35,2.0,3,West Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
127_20250101,2025-01-01,11:25:37,2.0,5,Main Campus,40,56.25,Coffee,Barista Espresso,Cappuccino
128_20250101,2025-01-01,11:28:15,2.0,8,East Campus,44,37.5,Tea,Brewed herbal tea,Peppermint Rg
129_20250101,2025-01-01,11:28:29,2.0,3,West Campus,33,52.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
130_20250101,2025-01-01,11:29:25,2.0,5,Main Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
131_20250101,2025-01-01,11:29:57,2.0,8,East Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
132_20250101,2025-01-01,11:29:57,1.0,8,East Campus,78,67.5,Bakery,Scone,Scottish Cream Scone 
133_20250101,2025-01-01,11:30:22,1.0,8,East Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
134_20250101,2025-01-01,11:31:35,1.0,8,East Campus,24,45.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
135_20250101,2025-01-01,11:31:43,2.0,5,Main Campus,51,45.0,Tea,Brewed Black tea,Earl Grey Lg
136_20250101,2025-01-01,11:31:43,1.0,5,Main Campus,72,48.75,Bakery,Scone,Ginger Scone
137_20250101,2025-01-01,11:31:53,2.0,5,Main Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
138_20250101,2025-01-01,11:31:53,1.0,5,Main Campus,75,52.5,Bakery,Pastry,Croissant
139_20250101,2025-01-01,11:39:14,1.0,5,Main Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
140_20250101,2025-01-01,11:39:14,1.0,5,Main Campus,71,56.25,Bakery,Pastry,Chocolate Croissant
141_20250101,2025-01-01,11:40:26,2.0,3,West Campus,52,37.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
142_20250101,2025-01-01,11:43:57,2.0,3,West Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
143_20250101,2025-01-01,11:44:09,1.0,5,Main Campus,38,56.25,Coffee,Barista Espresso,Latte
144_20250101,2025-01-01,11:47:13,1.0,3,West Campus,30,45.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145_20250101,2025-01-01,11:48:56,2.0,8,East Campus,50,37.5,Tea,Brewed Black tea,Earl Grey Rg
146_20250101,2025-01-01,11:49:42,1.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147_20250101,2025-01-01,11:49:42,1.0,8,East Campus,72,48.75,Bakery,Scone,Ginger Scone
148_20250101,2025-01-01,11:50:16,2.0,3,West Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
149_20250101,2025-01-01,11:50:23,2.0,3,West Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
150_20250101,2025-01-01,11:50:58,2.0,5,Main Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
151_20250101,2025-01-01,11:51:30,2.0,8,East Campus,33,52.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
152_20250101,2025-01-01,11:52:31,1.0,5,Main Campus,57,46.5,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
153_20250101,2025-01-01,11:57:17,2.0,3,West Campus,37,45.0,Coffee,Barista Espresso,Espresso shot
154_20250101,2025-01-01,11:57:59,1.0,3,West Campus,50,37.5,Tea,Brewed Black tea,Earl Grey Rg
155_20250101,2025-01-01,11:57:59,1.0,3,West Campus,79,56.25,Bakery,Scone,Jumbo Savory Scone
156_20250101,2025-01-01,11:58:15,2.0,3,West Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
158_20250101,2025-01-01,12:01:00,2.0,3,West Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
159_20250101,2025-01-01,12:01:20,2.0,3,West Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
160_20250101,2025-01-01,12:01:20,1.0,3,West Campus,75,52.5,Bakery,Pastry,Croissant
161_20250101,2025-01-01,12:03:09,1.0,8,East Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
162_20250101,2025-01-01,12:03:38,1.0,8,East Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
163_20250101,2025-01-01,12:03:43,1.0,3,West Campus,44,37.5,Tea,Brewed herbal tea,Peppermint Rg
164_20250101,2025-01-01,12:04:22,2.0,8,East Campus,27,52.5,Coffee,Organic brewed coffee,Brazilian Lg
165_20250101,2025-01-01,12:05:31,2.0,3,West Campus,52,37.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
166_20250101,2025-01-01,12:06:29,1.0,5,Main Campus,46,37.5,Tea,Brewed Green tea,Serenity Green Tea Rg
167_20250101,2025-01-01,12:07:42,1.0,8,East Campus,24,45.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
168_20250101,2025-01-01,12:08:21,1.0,5,Main Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
169_20250101,2025-01-01,12:08:36,1.0,8,East Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
170_20250101,2025-01-01,12:09:11,2.0,3,West Campus,28,30.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
171_20250101,2025-01-01,12:09:12,2.0,8,East Campus,50,37.5,Tea,Brewed Black tea,Earl Grey Rg
172_20250101,2025-01-01,12:13:07,2.0,5,Main Campus,38,56.25,Coffee,Barista Espresso,Latte
173_20250101,2025-01-01,12:14:26,2.0,8,East Campus,35,46.5,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
174_20250101,2025-01-01,12:17:38,2.0,8,East Campus,50,37.5,Tea,Brewed Black tea,Earl Grey Rg
175_20250101,2025-01-01,12:18:07,2.0,5,Main Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
176_20250101,2025-01-01,12:18:44,2.0,3,West Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
177_20250101,2025-01-01,12:20:16,2.0,3,West Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
178_20250101,2025-01-01,12:23:39,1.0,3,West Campus,24,45.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
179_20250101,2025-01-01,12:27:06,2.0,5,Main Campus,41,63.75,Coffee,Barista Espresso,Cappuccino Lg
180_20250101,2025-01-01,12:30:46,2.0,3,West Campus,44,37.5,Tea,Brewed herbal tea,Peppermint Rg
181_20250101,2025-01-01,12:30:49,1.0,8,East Campus,38,56.25,Coffee,Barista Espresso,Latte
182_20250101,2025-01-01,12:33:20,2.0,3,West Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
183_20250101,2025-01-01,12:33:35,2.0,3,West Campus,29,37.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
184_20250101,2025-01-01,12:35:53,2.0,5,Main Campus,31,33.0,Coffee,Gourmet brewed coffee,Ethiopia Sm
185_20250101,2025-01-01,12:36:57,1.0,8,East Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
186_20250101,2025-01-01,12:38:28,2.0,8,East Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
187_20250101,2025-01-01,12:42:26,1.0,3,West Campus,53,45.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
188_20250101,2025-01-01,12:44:01,1.0,8,East Campus,60,56.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
189_20250101,2025-01-01,12:44:31,1.0,3,West Campus,53,45.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
190_20250101,2025-01-01,12:44:32,1.0,3,West Campus,52,37.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
191_20250101,2025-01-01,12:45:52,2.0,3,West Campus,28,30.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
192_20250101,2025-01-01,12:46:22,1.0,3,West Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
193_20250101,2025-01-01,12:46:26,1.0,3,West Campus,23,37.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
194_20250101,2025-01-01,12:46:55,1.0,3,West Campus,33,52.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
195_20250101,2025-01-01,12:46:55,1.0,3,West Campus,75,52.5,Bakery,Pastry,Croissant
196_20250101,2025-01-01,12:48:08,2.0,3,West Campus,38,56.25,Coffee,Barista Espresso,Latte
197_20250101,2025-01-01,12:49:48,1.0,8,East Campus,30,45.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
198_20250101,2025-01-01,12:50:15,1.0,3,West Campus,59,67.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
199_20250101,2025-01-01,12:50:28,2.0,3,West Campus,32,45.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
200_20250101,2025-01-01,12:51:21,1.0,8,East Campus,53,45.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
201_20250101,2025-01-01,12:51:57,1.0,5,Main Campus,61,71.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
202_20250101,2025-01-01,12:51:57,1.0,5,Main Campus,72,48.75,Bakery,Scone,Ginger Scone
203_20250101,2025-01-01,12:52:18,1.0,5,Main Campus,56,38.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
204_20250101,2025-01-01,12:52:18,1.0,5,Main Campus,75,52.5,Bakery,Pastry,Croissant
205_20250101,2025-01-01,12:53:11,2.0,8,East Campus,29,37.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
206_20250101,2025-01-01,12:53:59,1.0,8,East Campus,37,45.0,Coffee,Barista Espresso,Espresso shot
207_20250101,2025-01-01,12:55:25,1.0,3,West Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
208_20250101,2025-01-01,12:55:27,1.0,5,Main Campus,57,46.5,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
209_20250101,2025-01-01,12:55:27,1.0,5,Main Campus,75,52.5,Bakery,Pastry,Croissant
210_20250101,2025-01-01,12:55:36,1.0,8,East Campus,45,45.0,Tea,Brewed herbal tea,Peppermint Lg
211_20250101,2025-01-01,12:55:53,2.0,8,East Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
212_20250101,2025-01-01,12:56:33,1.0,3,West Campus,61,71.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
213_20250101,2025-01-01,12:56:59,1.0,3,West Campus,47,45.0,Tea,Brewed Green tea,Serenity Green Tea Lg
214_20250101,2025-01-01,12:58:54,2.0,3,West Campus,44,37.5,Tea,Brewed herbal tea,Peppermint Rg
215_20250101,2025-01-01,12:59:06,1.0,8,East Campus,36,56.25,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
216_20250101,2025-01-01,13:00:38,2.0,5,Main Campus,30,45.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
217_20250101,2025-01-01,13:01:33,2.0,5,Main Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
218_20250101,2025-01-01,13:02:40,1.0,8,East Campus,49,45.0,Tea,Brewed Black tea,English Breakfast Lg
219_20250101,2025-01-01,13:02:40,1.0,8,East Campus,78,67.5,Bakery,Scone,Scottish Cream Scone 
220_20250101,2025-01-01,13:02:52,1.0,8,East Campus,26,45.0,Coffee,Organic brewed coffee,Brazilian Rg
221_20250101,2025-01-01,13:03:13,2.0,3,West Campus,43,45.0,Tea,Brewed herbal tea,Lemon Grass Lg
222_20250101,2025-01-01,13:04:01,2.0,8,East Campus,25,33.0,Coffee,Organic brewed coffee,Brazilian Sm
223_20250101,2025-01-01,13:04:01,1.0,8,East Campus,72,48.75,Bakery,Scone,Ginger Scone
224_20250101,2025-01-01,13:04:22,2.0,8,East Campus,42,37.5,Tea,Brewed herbal tea,Lemon Grass Rg
225_20250101,2025-01-01,13:04:37,2.0,8,East Campus,54,37.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
